name,kind,regime_lookback_days,regime_risk_threshold,regime_risk_recovery_days,regime_risk_switch_hurdle_pct,y2019_excess,y2019_total,y2019_dd,y2019_trades,y2019_risk_days,y2020_excess,y2020_total,y2020_dd,y2020_trades,y2020_risk_days,y2021_excess,y2021_total,y2021_dd,y2021_trades,y2021_risk_days,y2022_excess,y2022_total,y2022_dd,y2022_trades,y2022_risk_days,y2023_excess,y2023_total,y2023_dd,y2023_trades,y2023_risk_days,y2024_excess,y2024_total,y2024_dd,y2024_trades,y2024_risk_days,main_floor_pass_count,passes_main_floors,params_json,leave_year,selection_avg_excess,selection_avg_abs_dd,selection_score,replay_2019_excess,replay_2019_total,replay_2019_trades,rank,selected_for_leave,holdout_baseline_excess,holdout_improved_or_equal,replay_2020_excess,replay_2020_total,replay_2020_trades,replay_2021_excess,replay_2021_total,replay_2021_trades,replay_2022_excess,replay_2022_total,replay_2022_trades,replay_2023_excess,replay_2023_total,replay_2023_trades,replay_2024_excess,replay_2024_total,replay_2024_trades
selfpnl_lb10_thr0_rec3_h0p08,candidate,10,0.0,3,0.08,0.158722,0.366088,-0.105651,143,97,-0.148627,-0.044461,-0.154374,84,145,-0.0225,0.099198,-0.088886,108,129,0.014371,-0.14765,-0.176859,147,110,-0.035646,-0.063266,-0.145358,142,133,0.030085,0.025726,-0.151731,225,109,1,0,"{""name"": ""selfpnl_lb10_thr0_rec3_h0p08"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",2023,0.00641,0.1355,-0.352075,,,,78,0,-0.031027,0,,,,,,,,,,-0.035646,-0.063266,142,,,
selfpnl_lb10_thr0p01_rec3_h0p1,candidate,10,0.01,3,0.1,0.160368,0.367734,-0.103049,132,158,-0.166997,-0.06283,-0.171543,85,187,0.010953,0.132651,-0.088886,106,184,0.017409,-0.144612,-0.1736,143,169,-0.026614,-0.054233,-0.135696,115,204,0.067986,0.063627,-0.156276,191,181,2,0,"{""name"": ""selfpnl_lb10_thr0p01_rec3_h0p1"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.01}",2023,0.017944,0.138671,-0.415634,,,,79,0,-0.031027,1,,,,,,,,,,-0.026614,-0.054233,115,,,
selfpnl_lb10_thr0_rec2_h0p08,candidate,10,0.0,2,0.08,0.165964,0.37333,-0.102346,147,97,-0.148627,-0.044461,-0.154374,84,145,-0.024967,0.096731,-0.088886,108,129,0.008879,-0.153142,-0.180097,157,110,-0.037594,-0.065213,-0.146056,144,133,0.031236,0.026878,-0.151716,226,109,1,0,"{""name"": ""selfpnl_lb10_thr0_rec2_h0p08"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.0}",2023,0.006497,0.135484,-0.426384,,,,80,0,-0.031027,0,,,,,,,,,,-0.037594,-0.065213,144,,,
selfpnl_lb20_thrm0p01_rec1_h0p1,candidate,20,-0.01,1,0.1,0.164544,0.37191,-0.103368,160,42,-0.178799,-0.074633,-0.160351,98,117,-0.008428,0.11327,-0.088886,107,96,0.034271,-0.12775,-0.157399,182,81,-0.02553,-0.05315,-0.138108,149,79,0.028214,0.023856,-0.169957,241,62,3,0,"{""name"": ""selfpnl_lb20_thrm0p01_rec1_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",2023,0.00796,0.135992,-0.428148,,,,81,0,-0.031027,1,,,,,,,,,,-0.02553,-0.05315,149,,,
selfpnl_lb20_thrm0p02_rec1_h0p1,candidate,20,-0.02,1,0.1,0.152012,0.359378,-0.107737,152,1,-0.178799,-0.074633,-0.160351,98,82,-0.005097,0.116601,-0.095065,137,56,0.030395,-0.131626,-0.160444,199,46,-0.027446,-0.055065,-0.139846,162,29,0.029318,0.024959,-0.169285,256,14,3,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec1_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",2023,0.005566,0.138576,-0.431188,,,,82,0,-0.031027,1,,,,,,,,,,-0.027446,-0.055065,162,,,
selfpnl_lb20_thrm0p02_rec2_h0p1,candidate,20,-0.02,2,0.1,0.152012,0.359378,-0.107737,152,1,-0.178799,-0.074633,-0.160351,98,82,-0.01696,0.104738,-0.088886,113,56,0.030419,-0.131603,-0.160421,197,46,-0.023841,-0.05146,-0.136515,159,29,0.028419,0.02406,-0.170138,256,14,3,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec2_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",2023,0.003018,0.137507,-0.433468,,,,83,0,-0.031027,1,,,,,,,,,,-0.023841,-0.05146,159,,,
selfpnl_lb20_thrm0p02_rec3_h0p1,candidate,20,-0.02,3,0.1,0.14799,0.355356,-0.107105,158,1,-0.178799,-0.074633,-0.160351,98,82,-0.01545,0.106249,-0.088886,111,56,0.03105,-0.130971,-0.160143,191,46,-0.023772,-0.051392,-0.136453,156,29,0.026699,0.022341,-0.171542,255,14,3,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec3_h0p1"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",2023,0.002298,0.137605,-0.434213,,,,84,0,-0.031027,1,,,,,,,,,,-0.023772,-0.051392,156,,,
selfpnl_lb10_thr0p01_rec3_h0p08,candidate,10,0.01,3,0.08,0.142019,0.349384,-0.104692,135,158,-0.166997,-0.06283,-0.171543,85,187,-0.008468,0.11323,-0.089676,104,184,0.019933,-0.142088,-0.170728,133,169,-0.03225,-0.059869,-0.145189,123,204,0.062055,0.057697,-0.151336,201,181,1,0,"{""name"": ""selfpnl_lb10_thr0p01_rec3_h0p08"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",2023,0.009708,0.137595,-0.44342,,,,85,0,-0.031027,0,,,,,,,,,,-0.03225,-0.059869,123,,,
selfpnl_lb10_thr0p01_rec1_h0p08,candidate,10,0.01,1,0.08,0.146758,0.354124,-0.103141,141,158,-0.148627,-0.044461,-0.154374,84,187,0.012471,0.134169,-0.088886,110,184,0.00775,-0.154272,-0.183167,142,169,-0.039412,-0.067032,-0.144994,131,204,0.062469,0.058111,-0.15149,212,181,1,0,"{""name"": ""selfpnl_lb10_thr0p01_rec1_h0p08"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",2023,0.016164,0.136212,-0.446369,,,,86,0,-0.031027,0,,,,,,,,,,-0.039412,-0.067032,131,,,
selfpnl_lb20_thrm0p01_rec1_h0p05,candidate,20,-0.01,1,0.05,0.165639,0.373005,-0.103368,152,42,-0.178799,-0.074633,-0.160351,98,117,-0.036034,0.085664,-0.090902,131,96,0.035874,-0.126147,-0.156942,183,81,-0.025358,-0.052978,-0.137968,158,79,0.031376,0.027017,-0.167927,256,62,2,0,"{""name"": ""selfpnl_lb20_thrm0p01_rec1_h0p05"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.01}",2023,0.003611,0.135898,-0.457473,,,,87,0,-0.031027,1,,,,,,,,,,-0.025358,-0.052978,158,,,
selfpnl_lb20_thrm0p01_rec1_h0p08,candidate,20,-0.01,1,0.08,0.165639,0.373005,-0.103368,152,42,-0.178799,-0.074633,-0.160351,98,117,-0.02298,0.098718,-0.088886,117,96,0.028145,-0.133876,-0.161772,184,81,-0.029641,-0.05726,-0.141811,151,79,0.032651,0.028293,-0.167415,248,62,1,0,"{""name"": ""selfpnl_lb20_thrm0p01_rec1_h0p08"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.01}",2023,0.004931,0.136358,-0.457698,,,,88,0,-0.031027,1,,,,,,,,,,-0.029641,-0.05726,151,,,
selfpnl_lb20_thrm0p02_rec3_h0p05,candidate,20,-0.02,3,0.05,0.14799,0.355356,-0.107105,158,1,-0.178799,-0.074633,-0.160351,98,82,-0.018861,0.102837,-0.095984,123,56,0.024501,-0.13752,-0.166119,191,46,-0.025261,-0.05288,-0.137875,161,29,0.033234,0.028876,-0.167745,258,14,2,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec3_h0p05"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",2023,0.001613,0.139461,-0.479262,,,,89,0,-0.031027,1,,,,,,,,,,-0.025261,-0.05288,161,,,
selfpnl_lb20_thrm0p02_rec1_h0p08,candidate,20,-0.02,1,0.08,0.152012,0.359378,-0.107737,152,1,-0.178799,-0.074633,-0.160351,98,82,-0.01742,0.104278,-0.093851,143,56,0.024208,-0.137813,-0.166427,200,46,-0.026925,-0.054545,-0.139364,162,29,0.033175,0.028817,-0.166967,257,14,2,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec1_h0p08"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.02}",2023,0.002635,0.139067,-0.481071,,,,90,0,-0.031027,1,,,,,,,,,,-0.026925,-0.054545,162,,,
selfpnl_lb20_thrm0p02_rec1_h0p05,candidate,20,-0.02,1,0.05,0.152012,0.359378,-0.107737,152,1,-0.178799,-0.074633,-0.160351,98,82,-0.019532,0.102166,-0.091721,143,56,0.023007,-0.139014,-0.167572,199,46,-0.024852,-0.052471,-0.13749,163,29,0.034555,0.030197,-0.166391,258,14,2,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec1_h0p05"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",2023,0.002249,0.138754,-0.49339,,,,91,0,-0.031027,1,,,,,,,,,,-0.024852,-0.052471,163,,,
selfpnl_lb20_thrm0p02_rec2_h0p05,candidate,20,-0.02,2,0.05,0.152012,0.359378,-0.107737,152,1,-0.178799,-0.074633,-0.160351,98,82,-0.018861,0.102837,-0.095984,123,56,0.022309,-0.139712,-0.168251,197,46,-0.025251,-0.05287,-0.137865,163,29,0.034555,0.030197,-0.166391,258,14,2,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec2_h0p05"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",2023,0.002243,0.139743,-0.500623,,,,92,0,-0.031027,1,,,,,,,,,,-0.025251,-0.05287,163,,,
selfpnl_lb20_thrm0p02_rec3_h0p08,candidate,20,-0.02,3,0.08,0.14799,0.355356,-0.107105,158,1,-0.178799,-0.074633,-0.160351,98,82,-0.018001,0.103697,-0.09255,120,56,0.024326,-0.137695,-0.166311,191,46,-0.029777,-0.057396,-0.141952,157,29,0.030437,0.026078,-0.170503,258,14,1,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec3_h0p08"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.02}",2023,0.001191,0.139364,-0.50174,,,,93,0,-0.031027,1,,,,,,,,,,-0.029777,-0.057396,157,,,
selfpnl_lb20_thrm0p02_rec2_h0p08,candidate,20,-0.02,2,0.08,0.152012,0.359378,-0.107737,152,1,-0.178799,-0.074633,-0.160351,98,82,-0.018001,0.103697,-0.09255,120,56,0.019079,-0.142942,-0.171383,197,46,-0.027253,-0.054872,-0.139677,161,29,0.032404,0.028046,-0.167758,257,14,2,0,"{""name"": ""selfpnl_lb20_thrm0p02_rec2_h0p08"", ""regime_lookback_days"": 20, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.02}",2023,0.001339,0.139956,-0.53388,,,,94,0,-0.031027,1,,,,,,,,,,-0.027253,-0.054872,161,,,
selfpnl_lb10_thr0_rec1_h0p05,candidate,10,0.0,1,0.05,0.169998,0.377364,-0.102415,143,97,-0.213818,-0.109651,-0.191207,99,145,-0.011923,0.109775,-0.094327,139,129,0.023554,-0.138467,-0.16533,159,110,-0.024891,-0.05251,-0.138365,155,133,0.023306,0.018948,-0.158969,243,109,2,0,"{""name"": ""selfpnl_lb10_thr0_rec1_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.0}",2023,-0.001777,0.14245,-0.843059,,,,95,0,-0.031027,1,,,,,,,,,,-0.024891,-0.05251,155,,,
selfpnl_lb10_thrm0p02_rec3_h0p05,candidate,10,-0.02,3,0.05,0.152012,0.359378,-0.107737,152,2,-0.21842,-0.114253,-0.195906,89,50,-0.024919,0.096779,-0.090972,150,25,0.028203,-0.133819,-0.162542,196,28,-0.027978,-0.055598,-0.140349,166,2,0.03723,0.032872,-0.165173,260,5,1,0,"{""name"": ""selfpnl_lb10_thrm0p02_rec3_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",2023,-0.005179,0.144466,-0.848835,,,,96,0,-0.031027,1,,,,,,,,,,-0.027978,-0.055598,166,,,
selfpnl_lb10_thrm0p01_rec2_h0p05,candidate,10,-0.01,2,0.05,0.151616,0.358981,-0.10801,152,20,-0.2194,-0.115233,-0.195638,89,89,-0.016257,0.105442,-0.094648,119,67,0.032069,-0.129952,-0.158807,192,54,-0.023333,-0.050952,-0.136624,160,46,0.022342,0.017983,-0.159754,253,41,3,0,"{""name"": ""selfpnl_lb10_thrm0p01_rec2_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.01}",2023,-0.005926,0.143371,-0.849889,,,,97,0,-0.031027,1,,,,,,,,,,-0.023333,-0.050952,160,,,
selfpnl_lb10_thrm0p01_rec1_h0p05,candidate,10,-0.01,1,0.05,0.151616,0.358981,-0.10801,152,20,-0.218939,-0.114772,-0.195815,87,89,-0.014863,0.106836,-0.088886,144,67,0.026393,-0.135629,-0.164301,195,54,-0.02347,-0.05109,-0.136754,160,46,0.022983,0.018625,-0.159803,255,41,2,0,"{""name"": ""selfpnl_lb10_thrm0p01_rec1_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.01}",2023,-0.006562,0.143363,-0.870893,,,,98,0,-0.031027,1,,,,,,,,,,-0.02347,-0.05109,160,,,
selfpnl_lb10_thrm0p02_rec2_h0p05,candidate,10,-0.02,2,0.05,0.152012,0.359378,-0.107737,152,2,-0.21842,-0.114253,-0.195906,89,50,-0.027281,0.094417,-0.088886,151,25,0.024561,-0.13746,-0.166065,200,28,-0.027978,-0.055598,-0.140349,166,2,0.037193,0.032835,-0.165164,260,5,1,0,"{""name"": ""selfpnl_lb10_thrm0p02_rec2_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",2023,-0.006387,0.144752,-0.886535,,,,99,0,-0.031027,1,,,,,,,,,,-0.027978,-0.055598,166,,,
selfpnl_lb10_thrm0p02_rec1_h0p1,candidate,10,-0.02,1,0.1,0.156495,0.363861,-0.107195,152,2,-0.226666,-0.122499,-0.202703,97,50,-0.007329,0.11437,-0.088886,132,25,0.032802,-0.129219,-0.157156,202,28,-0.026689,-0.054309,-0.139186,166,2,0.036094,0.031736,-0.16574,259,5,3,0,"{""name"": ""selfpnl_lb10_thrm0p02_rec1_h0p1"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.02}",2023,-0.001721,0.144336,-0.918585,,,,100,0,-0.031027,1,,,,,,,,,,-0.026689,-0.054309,166,,,
selfpnl_lb10_thrm0p01_rec3_h0p05,candidate,10,-0.01,3,0.05,0.151536,0.358902,-0.107376,152,20,-0.218053,-0.113886,-0.195048,86,89,-0.007942,0.113757,-0.089637,119,67,0.019438,-0.142583,-0.170087,177,54,-0.024101,-0.05172,-0.137336,160,46,0.027989,0.02363,-0.156085,248,41,2,0,"{""name"": ""selfpnl_lb10_thrm0p01_rec3_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.01}",2023,-0.005406,0.143647,-0.930498,,,,101,0,-0.031027,1,,,,,,,,,,-0.024101,-0.05172,160,,,
selfpnl_lb10_thrm0p02_rec1_h0p08,candidate,10,-0.02,1,0.08,0.156495,0.363861,-0.107195,152,2,-0.227772,-0.123606,-0.203663,95,50,-0.026418,0.09528,-0.088886,145,25,0.034238,-0.127783,-0.156275,202,28,-0.028004,-0.055624,-0.140374,167,2,0.036094,0.031736,-0.16574,259,5,2,0,"{""name"": ""selfpnl_lb10_thrm0p02_rec1_h0p08"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": -0.02}",2023,-0.005473,0.144352,-0.936001,,,,102,0,-0.031027,1,,,,,,,,,,-0.028004,-0.055624,167,,,
selfpnl_lb10_thr0p01_rec1_h0p05,candidate,10,0.01,1,0.05,0.158772,0.366138,-0.104947,142,158,-0.213745,-0.109578,-0.191989,92,187,-0.025491,0.096207,-0.088886,133,184,0.016219,-0.145802,-0.174896,147,169,-0.030563,-0.058183,-0.13573,143,204,0.031476,0.027118,-0.155945,229,181,1,0,"{""name"": ""selfpnl_lb10_thr0p01_rec1_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.01}",2023,-0.006554,0.143333,-0.948867,,,,103,0,-0.031027,1,,,,,,,,,,-0.030563,-0.058183,143,,,
selfpnl_lb10_thrm0p02_rec1_h0p05,candidate,10,-0.02,1,0.05,0.152012,0.359378,-0.107737,152,2,-0.227772,-0.123606,-0.203663,95,50,-0.03497,0.086729,-0.088886,150,25,0.03251,-0.129511,-0.15744,202,28,-0.028004,-0.055624,-0.140374,167,2,0.037193,0.032835,-0.165164,260,5,1,0,"{""name"": ""selfpnl_lb10_thrm0p02_rec1_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.02}",2023,-0.008205,0.144578,-0.95315,,,,104,0,-0.031027,1,,,,,,,,,,-0.028004,-0.055624,167,,,
selfpnl_lb10_thr0_rec3_h0p05,candidate,10,0.0,3,0.05,0.16527,0.372635,-0.105075,142,97,-0.216976,-0.112809,-0.195354,92,145,-0.010388,0.111311,-0.093141,135,129,0.015483,-0.146538,-0.175749,149,110,-0.028039,-0.055659,-0.1375,152,133,0.033143,0.028785,-0.153706,238,109,1,0,"{""name"": ""selfpnl_lb10_thr0_rec3_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.0}",2023,-0.002694,0.144605,-0.959755,,,,105,0,-0.031027,1,,,,,,,,,,-0.028039,-0.055659,152,,,
selfpnl_lb10_thr0p01_rec2_h0p05,candidate,10,0.01,2,0.05,0.158523,0.365889,-0.104947,142,158,-0.215222,-0.111056,-0.193571,90,187,-0.017995,0.103703,-0.088886,116,184,0.016173,-0.145848,-0.175414,147,169,-0.029958,-0.057577,-0.135639,137,204,0.011545,0.007187,-0.16017,226,181,1,0,"{""name"": ""selfpnl_lb10_thr0p01_rec2_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.01}",2023,-0.009395,0.144598,-0.961205,,,,106,0,-0.031027,1,,,,,,,,,,-0.029958,-0.057577,137,,,
selfpnl_lb10_thr0p01_rec3_h0p05,candidate,10,0.01,3,0.05,0.15475,0.362116,-0.106391,140,158,-0.219083,-0.114916,-0.19703,82,187,-0.017628,0.10407,-0.088886,115,184,0.017798,-0.144223,-0.172045,135,169,-0.027346,-0.054966,-0.135639,135,204,0.016412,0.012054,-0.15591,227,181,2,0,"{""name"": ""selfpnl_lb10_thr0p01_rec3_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.01}",2023,-0.00955,0.144052,-0.961443,,,,107,0,-0.031027,1,,,,,,,,,,-0.027346,-0.054966,135,,,
selfpnl_lb10_thr0_rec2_h0p05,candidate,10,0.0,2,0.05,0.171448,0.378814,-0.102388,143,97,-0.217432,-0.113265,-0.195583,91,145,-0.019997,0.101701,-0.089711,139,129,0.013028,-0.148993,-0.176105,167,110,-0.028644,-0.056264,-0.138154,154,133,0.032042,0.027684,-0.154538,238,109,1,0,"{""name"": ""selfpnl_lb10_thr0_rec2_h0p05"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.0}",2023,-0.004182,0.143665,-0.996168,,,,108,0,-0.031027,1,,,,,,,,,,-0.028644,-0.056264,154,,,
selfpnl_lb60_thr0p01_rec1_h0p05,candidate,60,0.01,1,0.05,0.140524,0.347889,-0.107732,150,78,-0.142468,-0.038301,-0.145226,79,182,-0.033183,0.088515,-0.088886,135,151,0.036147,-0.125874,-0.156165,159,101,-0.027026,-0.054646,-0.140075,151,133,0.028741,0.024383,-0.152359,250,110,3,0,"{""name"": ""selfpnl_lb60_thr0p01_rec1_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": 0.01}",2024,-0.005201,0.127617,-0.075905,,,,1,1,0.030085,0,,,,,,,,,,,,,0.028741,0.024383,250
selfpnl_lb10_thrm0p01_rec2_h0p1,candidate,10,-0.01,2,0.1,0.151782,0.359148,-0.107901,151,20,-0.145713,-0.041547,-0.151336,90,89,0.018126,0.139824,-0.102856,111,67,0.043483,-0.118538,-0.158571,189,54,-0.025903,-0.053523,-0.139241,156,46,0.015595,0.011237,-0.162774,245,41,3,0,"{""name"": ""selfpnl_lb10_thrm0p01_rec2_h0p1"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",2024,0.008355,0.131981,-0.09589,,,,2,0,0.030085,0,,,,,,,,,,,,,0.015595,0.011237,245
selfpnl_lb10_thrm0p01_rec3_h0p1,candidate,10,-0.01,3,0.1,0.151758,0.359123,-0.10722,151,20,-0.145696,-0.041529,-0.151336,89,89,-0.007706,0.113992,-0.088886,108,67,0.038189,-0.123832,-0.160035,170,54,-0.025293,-0.052913,-0.138685,155,46,0.033942,0.029584,-0.159382,235,41,3,0,"{""name"": ""selfpnl_lb10_thrm0p01_rec3_h0p1"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",2024,0.00225,0.129232,-0.101138,,,,3,0,0.030085,1,,,,,,,,,,,,,0.033942,0.029584,235
selfpnl_lb60_thr0p01_rec1_h0p1,candidate,60,0.01,1,0.1,0.10713,0.314495,-0.107732,153,78,-0.142934,-0.038767,-0.144576,77,182,-0.034405,0.087294,-0.088886,119,151,0.030552,-0.131469,-0.160711,160,101,-0.028582,-0.056202,-0.141922,140,133,0.051334,0.046975,-0.156197,230,110,1,0,"{""name"": ""selfpnl_lb60_thr0p01_rec1_h0p1"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": 0.01}",2024,-0.013648,0.128765,-0.106389,,,,4,0,0.030085,1,,,,,,,,,,,,,0.051334,0.046975,230
selfpnl_lb60_thrm0p01_rec2_h0p05,candidate,60,-0.01,2,0.05,0.152012,0.359378,-0.107737,152,33,-0.140401,-0.036234,-0.144266,79,156,-0.035897,0.085801,-0.088886,135,124,0.027581,-0.13444,-0.163146,189,70,-0.029889,-0.057509,-0.141391,160,78,0.036235,0.031877,-0.164068,254,81,0,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec2_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 2, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.01}",2024,-0.005319,0.129085,-0.1139,,,,5,0,0.030085,1,,,,,,,,,,,,,0.036235,0.031877,254
selfpnl_lb60_thrm0p01_rec3_h0p05,candidate,60,-0.01,3,0.05,0.152012,0.359378,-0.107737,152,33,-0.140401,-0.036234,-0.144266,79,156,-0.035897,0.085801,-0.088886,135,124,0.027581,-0.13444,-0.163146,189,70,-0.029889,-0.057509,-0.141391,160,78,0.036235,0.031877,-0.164068,254,81,0,0,"{""name"": ""selfpnl_lb60_thrm0p01_rec3_h0p05"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 3, ""regime_risk_switch_hurdle_pct"": 0.05, ""regime_risk_threshold"": -0.01}",2024,-0.005319,0.129085,-0.1139,,,,6,0,0.030085,1,,,,,,,,,,,,,0.036235,0.031877,254
selfpnl_lb10_thrm0p01_rec1_h0p1,candidate,10,-0.01,1,0.1,0.152537,0.359903,-0.107432,151,20,-0.145867,-0.0417,-0.151539,87,89,0.004012,0.12571,-0.091064,136,67,0.030165,-0.131857,-0.160666,196,54,-0.029342,-0.056962,-0.142325,158,46,0.015248,0.01089,-0.162259,247,41,2,0,"{""name"": ""selfpnl_lb10_thrm0p01_rec1_h0p1"", ""regime_lookback_days"": 10, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.1, ""regime_risk_threshold"": -0.01}",2024,0.002301,0.130605,-0.11912,,,,7,0,0.030085,0,,,,,,,,,,,,,0.015248,0.01089,247
selfpnl_lb60_thr0p01_rec1_h0p08,candidate,60,0.01,1,0.08,0.139387,0.346753,-0.107732,149,78,-0.146805,-0.042638,-0.148382,78,182,-0.029511,0.092188,-0.088886,112,151,0.03677,-0.125251,-0.156634,157,101,-0.025765,-0.053385,-0.139977,143,133,0.046632,0.042274,-0.149493,235,110,3,0,"{""name"": ""selfpnl_lb60_thr0p01_rec1_h0p08"", ""regime_lookback_days"": 60, ""regime_risk_recovery_days"": 1, ""regime_risk_switch_hurdle_pct"": 0.08, ""regime_risk_threshold"": 0.01}",2024,-0.005185,0.128322,-0.119435,,,,8,0,0.030085,1,,,,,,,,,,,,,0.046632,0.042274,235
