bond_code,bond_name,meeting_date,ratio,T+0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10,T+11,T+12,T+13,T+14,T+15,T+16,T+17,T+18,T+19,T+20,T+21,T+22,T+23,T+24,T+25,T+26,T+27,T+28,T+29,T+30,T+31,T+32,T+33,T+34,T+35,T+36,T+37,T+38,T+39,T+40,T+41,T+42,T+43,T+44,T+45,T+46,T+47,T+48,T+49,T+50,T+51,T+52,T+53,T+54,T+55,T+56,T+57,T+58,T+59,T+60
123087,明电转债,2021-02-19,0.6859265373503921,99.31,103.56,102.7,102.82,101.5,102.0,103.6,103.15,103.9,102.89,103.64,103.69,102.13,100.55,101.87,101.49,100.89,100.92,102.07,101.93,102.1,102.55,102.55,102.55,101.6,101.24,101.18,100.57,100.68,101.5,102.55,102.52,102.36,102.71,102.0,101.27,101.02,102.5,102.72,102.71,102.88,103.5,103.3,103.41,102.58,101.6,100.89,98.46,98.6,98.17,97.9,98.09,97.71,98.31,99.36,99.37,99.48,101.4,101.2,101.14,100.9
123088,威唐转债,2024-10-31,0.7407407407407407,120.1,116.717,119.001,119.036,126.28,127.0,129.0,130.76,131.0,127.784,124.701,122.9,122.0,123.0,124.414,123.987,121.534,123.111,121.25,122.39,122.899,123.9,125.22,125.847,125.326,126.06,124.977,127.0,127.378,128.043,132.1,128.872,126.839,125.43,127.25,126.784,127.409,125.3,125.545,125.0,125.901,126.145,128.1,125.79,123.928,121.8,121.7,124.363,123.7,125.119,124.246,123.65,126.17,125.696,125.578,126.277,126.8,126.893,126.429,126.544,127.504
123093,金陵转债,2024-12-17,0.40966816878328555,124.09,124.652,124.2,124.011,123.4,123.0,122.803,123.122,123.34,123.124,123.0,122.7,122.94,122.656,123.344,123.3,123.047,122.9,122.723,123.112,123.385,123.25,123.699,120.85,121.12,120.93,121.009,121.103,120.972,121.115,121.7,122.586,122.607,122.107,122.123,122.2,121.949,122.379,121.77,121.998,122.355,122.69,123.085,122.94,123.537,123.669,123.25,123.142,123.387,123.296,123.979,124.044,123.8,123.75,124.237,123.949,124.339,124.397,124.371,123.998,124.047
123096,思创转债,2024-07-15,0.6666666666666666,92.549,95.0,93.281,91.92,92.6,93.828,106.5,104.88,100.717,99.1,100.9,101.5,103.899,102.626,117.0,112.889,117.497,113.35,114.399,113.998,115.6,114.093,112.692,111.73,116.66,115.906,116.031,113.13,110.6,105.269,106.28,106.156,105.67,107.1,109.803,107.891,108.846,107.88,108.992,108.281,109.875,109.48,107.9,107.4,106.089,104.1,106.999,106.72,107.038,109.425,110.745,112.5,118.515,134.9,160.0,134.465,135.879,131.615,133.0,132.4,134.092
123096,思创转债,2023-07-20,0.5434782608695653,102.29,102.27,102.19,102.72,102.66,103.15,104.5,107.35,106.15,105.9,105.43,106.55,105.69,105.24,105.64,105.8,104.97,105.93,105.77,106.26,106.21,104.92,105.26,105.22,104.77,103.98,102.25,102.38,103.78,105.14,104.9,105.1,105.95,106.92,107.28,105.58,105.89,106.08,105.83,104.88,104.25,104.45,104.54,103.66,103.24,102.85,104.16,102.62,99.8,99.6,101.72,102.6,103.0,103.48,103.52,102.76,102.34,101.94,99.99,99.35,98.26
123099,普利转债,2025-03-10,0.6134969325153374,69.353,83.224,97.39,93.5,95.001,93.25,93.3,93.701,93.7,93.549,76.586,77.85,74.41,74.4,74.996,76.5,76.6,76.824,77.999,80.661,80.686,82.1,78.999,79.0,79.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123099,普利转债,2025-01-22,0.43582887700534756,58.8,58.282,56.84,56.84,57.6,57.878,63.67,60.333,60.638,60.3,61.003,60.402,60.482,59.85,59.999,60.899,60.53,60.305,60.81,60.68,60.655,60.306,58.8,59.066,62.666,61.2,62.941,69.353,83.224,97.39,93.5,95.001,93.25,93.3,93.701,93.7,93.549,76.586,77.85,74.41,74.4,74.996,76.5,76.6,76.824,77.999,80.661,80.686,82.1,78.999,79.0,79.001,,,,,,,,,
123099,普利转债,2024-11-19,0.5678137651821862,100.133,104.5,107.699,105.48,105.7,106.039,103.997,104.001,103.944,109.896,104.2,95.328,98.4,98.491,98.7,97.079,95.597,96.04,95.8,94.577,86.998,81.501,74.601,77.55,83.0,83.78,82.309,83.001,84.0,85.102,85.23,86.59,88.0,70.4,56.32,60.643,62.999,65.8,64.593,64.155,62.828,57.132,59.51,58.09,58.8,58.282,56.84,56.84,57.6,57.878,63.67,60.333,60.638,60.3,61.003,60.402,60.482,59.85,59.999,60.899,60.53
123099,普利转债,2023-06-02,0.7324723247232472,120.99,124.81,124.28,124.55,124.65,126.29,125.72,125.24,125.98,126.45,126.75,126.76,125.9,124.27,123.67,124.24,123.09,123.71,123.79,123.91,123.59,123.63,123.5,123.59,123.35,123.2,125.0,124.8,123.84,123.85,123.39,123.88,124.13,127.0,126.87,126.89,126.82,126.2,127.26,127.51,126.74,126.0,127.85,127.42,124.66,124.33,127.0,128.1,128.84,130.76,131.0,129.39,128.7,127.34,125.09,124.1,122.8,122.8,121.78,122.99,124.94
123099,普利转债,2022-12-26,0.590800087202965,117.3,119.5,119.2,119.3,118.6,120.06,119.6,121.3,121.0,120.65,121.22,124.24,125.18,126.4,127.71,128.0,127.22,129.0,128.64,128.35,126.99,128.53,128.95,128.08,125.65,126.5,125.95,126.47,126.14,126.7,127.6,127.51,126.65,124.8,124.94,126.0,125.3,124.8,124.9,124.55,126.55,128.42,127.68,127.79,127.39,126.05,126.0,125.6,125.77,125.8,125.36,126.32,125.03,125.58,125.45,125.49,125.55,125.29,126.45,126.5,128.13
123101,拓斯转债,2024-06-17,0.4900459418070444,117.423,119.9,121.8,119.75,119.75,120.5,121.0,121.663,121.687,125.3,124.5,123.848,122.5,122.0,121.554,118.0,120.55,119.896,121.4,119.25,117.4,119.107,118.73,119.389,118.198,117.236,114.575,114.744,114.582,117.9,115.648,115.1,118.5,118.551,117.271,114.6,114.396,115.414,115.159,115.0,112.45,112.52,112.098,112.149,111.2,111.59,110.345,110.367,107.05,103.2,105.313,104.524,104.239,105.799,105.883,104.3,105.36,106.614,108.501,108.039,107.798
123103,震安转债,2024-08-05,0.179784764718295,107.358,116.245,119.222,118.8,118.07,116.285,116.679,116.6,116.2,113.2,114.165,112.007,112.089,111.521,110.968,114.7,120.6,117.23,119.737,120.386,117.25,118.593,118.544,119.0,118.182,117.506,117.27,116.156,116.048,113.744,112.828,115.769,113.586,113.345,117.587,118.952,121.6,127.315,133.385,151.3,133.2,133.5,128.507,131.031,129.85,131.491,131.638,133.719,134.6,135.05,135.205,132.392,134.739,135.4,131.072,128.206,128.99,127.194,127.968,130.188,132.2
123104,卫宁转债,2026-03-27,0.5447718082033507,129.399,128.588,129.111,131.0,129.843,129.472,129.7,133.195,131.873,131.404,130.7,131.436,131.834,132.849,132.536,133.66,132.4,133.0,133.133,132.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123117,健帆转债,2024-01-15,0.6480881399870383,111.701,106.996,105.96,105.348,105.92,103.92,106.5,105.394,106.0,107.2,105.85,105.833,104.7,104.6,104.865,105.0,105.8,107.0,107.899,107.809,108.402,108.303,108.4,108.227,108.154,108.256,107.3,108.153,107.607,107.987,108.0,107.76,107.501,107.105,108.3,109.54,109.48,108.221,108.251,108.8,108.741,108.85,109.002,108.933,108.198,107.048,107.01,106.996,107.199,107.122,108.118,108.312,108.416,108.696,108.034,108.376,108.565,108.195,107.868,107.512,107.575
123117,健帆转债,2023-04-21,0.6969053737012624,117.0,108.28,107.64,109.17,109.16,109.2,108.18,108.9,109.0,108.94,108.43,108.92,107.92,108.66,108.1,108.8,108.74,108.95,109.36,109.4,108.96,108.77,109.32,108.99,108.5,108.5,108.1,108.82,109.02,109.32,109.36,108.45,108.21,108.4,109.03,109.47,108.84,109.26,109.22,108.91,108.8,108.23,108.17,108.17,107.73,107.42,107.9,108.23,108.04,107.95,108.02,108.36,108.75,108.5,109.0,108.6,108.0,108.15,108.57,108.5,108.32
123119,康泰转2,2024-01-31,0.7287933094384708,112.45,114.0,113.971,113.349,117.9,120.3,119.91,119.199,120.2,120.672,120.48,120.334,120.49,121.054,120.0,120.545,120.46,119.7,119.199,119.0,118.433,118.482,119.99,121.25,120.431,120.34,120.15,121.012,120.828,121.375,121.46,119.656,119.47,118.153,117.099,116.9,116.15,117.56,117.262,117.369,116.354,117.408,116.668,116.72,116.5,116.085,115.6,116.886,116.606,115.764,115.711,115.5,115.46,115.621,117.412,116.8,116.733,118.48,118.563,118.037,118.955
123119,康泰转2,2022-09-14,0.5060893098782138,122.99,123.8,122.87,123.46,123.25,123.1,122.97,122.0,119.69,123.0,122.45,122.6,122.26,119.7,119.5,120.2,122.6,128.22,127.55,129.0,127.25,127.14,128.0,126.0,123.5,127.12,126.2,126.1,125.5,128.35,131.9,130.94,132.94,131.65,129.8,130.2,130.18,131.5,132.38,135.0,133.0,130.7,130.31,129.73,127.12,127.1,128.73,128.18,127.7,130.3,129.0,127.98,128.0,128.6,128.03,128.37,128.57,127.3,125.9,125.01,123.56
123119,康泰转2,2021-12-29,0.7465767563476225,131.1,131.91,132.0,131.7,128.6,128.15,128.1,130.74,129.05,129.66,129.23,128.8,128.31,127.66,126.8,126.99,125.5,126.03,126.25,126.47,125.19,124.2,125.6,126.09,126.4,126.6,125.5,122.8,121.0,120.4,120.0,119.71,119.13,118.5,120.18,120.4,121.5,121.8,121.6,121.5,120.15,118.96,116.24,114.17,111.97,113.49,113.0,113.7,112.16,112.09,115.3,117.98,117.65,116.7,117.9,118.5,116.8,115.5,117.0,119.3,119.73
123126,瑞丰转债,2024-12-16,0.6954193932183225,120.2,119.099,120.55,120.36,121.315,119.352,119.248,118.549,120.599,120.38,119.55,119.02,118.648,117.7,117.902,118.461,118.6,118.996,118.646,118.88,120.0,120.035,119.855,120.056,120.934,120.818,120.709,120.662,120.9,120.99,121.102,121.929,122.685,122.776,122.001,122.851,122.25,122.49,122.981,122.0,122.588,122.95,123.334,123.68,123.97,124.4,124.599,124.51,125.145,124.581,124.087,124.754,124.539,124.262,123.199,123.599,123.29,123.795,123.998,124.11,123.487
123128,首华转债,2025-05-06,0.6195818459969403,104.92,104.425,105.297,104.899,105.01,105.155,104.631,104.551,105.97,106.999,107.348,107.1,106.33,105.498,105.105,105.016,104.97,106.01,105.795,105.96,106.533,106.549,107.058,108.0,107.15,107.29,107.183,110.099,110.8,114.388,113.211,118.6,118.8,120.7,113.039,114.288,114.85,114.15,114.98,115.5,114.356,115.35,115.034,114.376,116.3,115.444,116.198,116.6,117.6,116.168,116.4,117.558,117.46,118.66,119.484,119.0,121.3,121.36,119.643,119.8,121.87
123132,回盛转债,2024-08-14,0.546448087431694,99.4,91.423,90.667,90.6,90.499,90.162,90.504,90.54,91.4,91.318,91.2,91.384,92.182,91.3,91.544,91.884,92.55,92.529,92.2,92.291,92.153,92.1,91.3,91.023,91.046,90.465,90.442,91.733,92.98,93.863,95.656,97.608,101.096,95.318,94.706,93.77,95.05,95.988,96.81,96.333,96.903,99.84,99.788,100.881,100.43,101.887,105.784,104.0,103.587,103.6,103.441,104.006,104.57,105.12,107.1,106.8,108.58,108.696,109.232,107.703,106.9
