bond_id,name,board_announce_date,meeting_date,effective_date,before_price,after_price,down_floor_price,ratio,is_deep,year,change_reason
113018,常熟转债,,2018-08-23,2018-08-27,7.43,5.76,5.76,0.775235531628533,False,2018.0,
113030,东风转债,,2024-08-12,2024-08-14,4.02,3.1,3.1,0.7711442786069653,False,2024.0,
113030,XD东风转,,2024-01-10,2024-01-12,4.96,4.04,4.04,0.8145161290322581,False,2024.0,
113033,利群转债,,2024-05-06,2024-05-08,6.8,4.9,4.89,0.7205882352941178,True,2024.0,
113037,紫银转债,,2021-08-06,2021-08-10,4.65,4.05,4.05,0.8709677419354838,False,2021.0,
113043,财通转债,,2025-07-02,2025-07-04,11.19,8.2,7.825,0.7327971403038427,True,2025.0,
113047,旗滨转债,,2025-07-04,2025-07-08,6.12,5.43,5.43,0.8872549019607843,False,2025.0,
113047,旗滨转债,,2024-12-25,2024-12-27,11.43,6.16,6.16,0.5389326334208224,True,2024.0,
113048,晶科转债,,2025-09-23,2025-09-25,5.21,4.5,4.45,0.8637236084452975,False,2025.0,
113048,晶科转债,,2021-06-16,2021-06-21,6.75,5.48,5.48,0.8118518518518519,False,2021.0,
113051,节能转债,,2025-05-23,,,,,,False,2025.0,
113053,隆22转债,,2025-03-07,2025-03-11,58.28,17.5,17.1,0.3002745367192862,True,2025.0,
113058,友发转债,,2024-07-10,2024-07-15,6.29,5.07,5.07,0.8060413354531002,False,2024.0,
113058,友发转债,,2022-09-13,2022-09-21,9.4,6.73,6.73,0.7159574468085107,True,2022.0,
113059,福莱转债,,2022-11-30,,,,,,False,2022.0,
113065,齐鲁转债,,2023-02-03,2023-02-06,5.87,5.68,5.68,0.9676320272572402,False,2023.0,
113066,平煤转债,,2023-07-24,2023-07-25,10.92,9.06,9.06,0.8296703296703297,False,2023.0,
113068,金铜转债,,2024-08-26,2024-08-28,6.63,5.9,5.59,0.8898944193061841,False,2024.0,
113504,艾华转债,,2018-08-10,2018-08-13,27.53,21.73,21.73,0.7893207410098074,False,2018.0,
113505,杭电转债,,2023-05-19,2023-05-23,7.03,5.98,5.97,0.8506401137980085,False,2023.0,
113507,天马转债,,2019-01-31,2019-02-11,10.92,7.37,7.37,0.674908424908425,True,2019.0,
113509,新泉转债,,2018-09-05,2018-09-05,25.34,19.4,19.4,0.7655880031570639,False,2018.0,
113527,维格转债,,2020-07-31,2020-08-05,10.52,9.85,9.85,0.9363117870722434,False,2020.0,
